article_text,paragraphs,article,n_characters,news_site,article_text_eng
"
                          (Borítókép: Gulyás Gergely Miniszterelnökséget vezető miniszter és Szentkirályi Alexandra kormányszóvivő (b) a Kormányinfó sajtótájékoztatón a Miniszterelnökségen 2020. augusztus 6-án. MTI / Szigetváry Zsolt)
",21,7,260,Index,"
(Bookcover: Gergely Gulyás Minister leading the Prime Minister's Office and Alexandra Szentkirályi Government Spokesperson (b) at the press conference at the Prime Minister's Office on 6 August 2020. MTI/Zsolt Szigetváry)"
"A mai budapesti találkozóról Lengyelország brüsszeli EU-képviselete adott először tájékoztatást tegnap este nyolc órakor. Ebben azt írták, a budapesti tárgyalás napirendjén várhatóan a többéves pénzügyi keret (MFF) szerepel, mivel Lengyelország és Magyarország koordinálni kívánja az EU-költségvetésről szóló tárgyalási pozícióit.",1,8,330,Index,"Today's meeting in Budapest was first informed by the Polish EU Representation in Brussels last night at eight o'clock. It said that the MFF is expected to be on the agenda of the negotiations in Budapest, as Poland and Hungary wish to coordinate their negotiating positions on the EU budget."
"Jelentős mértékben meghatározza a tárgyalás várható napirendjét, hogy Mateusz Morawiecki lengyel kormányfő szerdán elutasította  Ursula von der Leyennek, az Európai Bizottság (EB) elnökének szerdai javaslatát arról, hogy az uniós költségvetési feltételrendszerről szóló lengyel és magyar kételyeket az Európai Unió Bírósága elé vigyék – jelentette az MTI. ",2,8,356,Index,"The fact that the Polish Prime Minister Mateusz Morawiecki rejected Wednesday's proposal by the President of the European Commission (EC) Ursula von der Leyen, President of the European Commission (EC), that the Polish and Hungarian doubts about the EU budgetary conditionality were discussed in the Refer to the Court of Justice of the European Union — reports MTI."
Ebben a szellemben nyilatkozott Orbán Viktor is a Die Zeit által szerdán közölt interjúban. ,3,8,92,Index,It is in this spirit that Viktor Orbán spoke in an interview published by Die Zeit on Wednesday.
"Morawiecki hangsúlyozta, hogy",4,8,29,Index,Morawiecki stressed that
"Némileg gyengíti, a lengyel miniszterelnök pozícióját, hogy az ellenzéki többségű lengyel szenátus szerda este megszavazott egy határozatot, melyben arra szólítják fel a kormányt: fogadja el az uniós költségvetési megállapodást a jelenleg javasolt formájában. A dokumentum szerint a lengyel vétó sérti az ország gazdasági, politikai és stratégiai érdekeit. A vétó miatt tüntetések voltak Varsóban.",5,8,397,Index,"The position of the Polish Prime Minister is somewhat weakened by the fact that the opposition majority Polish Senate voted in favour of a resolution on Wednesday evening calling on the government to adopt the EU budget agreement in its currently proposed form. According to the document, the Polish veto violates the economic, political and strategic interests of the country. There were protests in Warsaw because of the veto."
"A fentiekből úgy tűnhet feloldhatatlan a konfliktus az EU és a két tagország között, azonban a két miniszterelnök már előzetesen egyértelművé tette az általuk felajánlott kompromisszumot.",6,8,187,Index,"From the above, the conflict between the EU and the two Member States may seem unresolvable, but the two prime ministers have already made clear in advance the compromise they are offering."
"
                          Már a lengyel képviselet Twitter híre is a segélycsomag elfogadásának megtárgyalásáról szólt, ebbe az érvelésbe illeszkedik az is, amit Orbán Viktor tegnap megjelent interjújában erről mondott:
",7,8,245,Index,"
The Twitter news of the Polish representation was already about the negotiation of the adoption of the aid package, and what Viktor Orbán said in his interview yesterday:"
"A fentiek alapján a magyar–lengyel tandem a mai megbeszélés után azzal a kompromisszumos javaslattal áll elő, amelyben az MFF nevű mentőcsomagot támogatják, azzal a feltétellel, hogy a jogállamiságról szóló szabályok és a költségvetés megvitatását későbbre halasztják.",8,8,268,Index,"On the basis of the above, after today's discussion, the Hungarian-Polish tandem will come up with a compromise proposal to support the rescue package called MFF, on condition that the discussion of the rules on the rule of law and the budget is postponed."
"Az Európai Unióban hétévente kiéleződnek az elosztási konfliktusok az új hosszú távú költségvetés vitája során. Napirendre kerül a büdzsé mérete, amit a befizető tagállamok szigorúan az összesített nemzeti jövedelem 1 százalékának szintjén tartanak. Élesen elkülönülnek egymástól a nettó befizető és a nettó kedvezményezett tagországok, de egyéb – főleg ágazati és regionális – érdekcsoportok is ütköznek egymással. ",1,9,416,Index,"Distribution conflicts are sharpened every seven years in the European Union during the debate on the new long-term budget. The size of the budget is on the agenda, which the contributing Member States keep strictly at the level of 1% of the aggregate national income. There is a sharp distinction between the net contributor and the net beneficiary Member States, but other interest groups, particularly sectoral and regional, are also conflicting."
"A 2021–27 évekre szóló pénzügyi keret vitáinak végjátéka az idén tetőzik, erősen megkésve, hiszen az új költségvetésnek január 1-jén már működnie kellene. A fő ok két illetékes intézmény, az Európai Parlament és az Európai Bizottság 2019-es újjáválasztása, ezek csak a múlt év végére tudtak ténylegesen munkához látni. Ugyanakkor a Covid–19-járvány hatására az EU több költségvetési tabut ledöntött. A pénzek ágazatok közötti elosztása körül kemény konfliktusok szoktak kialakulni, most azonban rugalmasan hozzátoldottak a költségvetéshez egy hatalmas „helyreállítási csomagot” a gazdasági veszteségek orvoslására. Ezzel a merev főösszeget is megemelték mintegy 70 százalékkal, igaz, külön boríték formájában.",2,9,709,Index,"The end game of the debates of the 2021-27 financial framework is culminating this year, very late, as the new budget should already be operational on 1 January. The main reason for the reelection of two competent institutions: the European Parliament and the European Commission in 2019, which were only able to actually get to work by the end of last year. At the same time, the Covid-19 epidemic led to more budgetary taboos in the EU. Tough conflicts arise around the allocation of money between sectors, but now they have flexibly added to the budget a huge 'recovery package' to remedy economic losses. The rigid main amount was also increased by about 70 percent, though, in the form of a separate envelope."
"Új forrásként hozzájárultak külső hitel felvételéhez, ez is forradalmi változás az unió történetében.",3,9,101,Index,"As a new source, they contributed to the withdrawal of external loans, which is also a revolutionary change in the history of the Union."
"A tagállamok már nemcsak vissza nem térítendő támogatást kapnak, hanem a belső elosztásba beépül a törlesztendő kölcsön.",4,9,120,Index,"Member States no longer only receive non-repayable grants, but also integrates the loan to be repaid into the internal distribution."
"Újdonság az is, hogy a költségvetési tervezés kezdete óta szó volt olyan követelményekről, amelyek az uniós támogatások rendeltetésszerű felhasználását garantálják. ",5,9,165,Index,"It is also a novelty that since the beginning of budgetary planning, requirements have been mentioned which guarantee the proper use of EU funds."
"A nettó befizető országok részéről ugyanis elfogyott a türelem, nem akarták tovább tétlenül nézni, amint egyes újabb tagállamokban a felzárkóztatásukra szánt támogatás gyanús körülmények között folyik szét.",6,9,206,Index,"The net contributing countries had run out of patience, they did not want to stand by and watch as some of the new Member States support for catching up under suspicious circumstances."
"Az Európai Bizottság 2018 tavaszán kidolgozott első tervezetében az uniós alapok „átlátható és nyomon követhető felhasználása” volt a fő feltétel. Ezt azonban a költségvetés nettó befizetői közül többen kifogásolták. Olyan kritériumokat szorgalmaztak, amelyek az állam jó működésén keresztül biztosítják a visszaélések megelőzését, illetve ha ilyenek mégis megtörténnek, akkor a hatékony ügyészségi és bírósági eljárást, mindezt a sajtó és a társadalom nyilvánossága előtt. ",7,9,474,Index,"The European Commission's first draft drafted in spring 2018 was the 'transparent and traceable use' of EU funds. However, many of the net contributors to the budget objected to this. They called for criteria that ensure the prevention of abuse through the good functioning of the state, and, if they do, effective prosecution and judicial proceedings, all in front of the press and society."
