article_text,paragraphs,article,n_characters,news_site
"A szerző közgazdász, diplomata, volt európai uniós biztos",21,9,57,Index
"A német külügyminiszter nyilatkozata arra utalhat, hogy mégsem lesznek hetekig tartó tárgyalások a szigorú jogállamiság mechanizmus miatt politikai vétót emlegető magyar és lengyel kormány meggyőzésére.",1,10,202,Index
"Ehelyett valamilyen gyors megállapodás születhet, amely minden érintett számára elfogadható lesz, és utat nyithat a hétéves uniós költségvetés formális megszavazására.",2,10,167,Index
"Az Európai Néppárt politikai gyűlése már döntött volna a Fidesz kizárásáról, ha nem üt be a koronavírus-járvány – mondta Manfred Weber a flamand De Standaard című lapnak.",1,11,170,Index
A néppárt frakcióvezetője szerint – áll a Népszava szemléjében – Orbán Viktora vétója miatt folyamatosan veszít népszerűségéből a Fidesz a pártcsaládon belül.,2,11,158,Index
  A magyar kormányfő Lengyelországgal együtt blokkolta az Európai Unió következő hétéves költségvetéséről és helyreállítási alapjáról szóló megállapodást.,3,11,154,Index
"A másfél éve felfüggesztett Fidesz kizárását hónapokkal ezelőtt 14 tagpárt kezdeményezte, ami több mint elég ahhoz, hogy az Európai Néppárt döntésre vigye az ügyet. A szavazást azért nem tudják megtartani, mert a koronavírus-járvány miatt elrendelt korlátozások meggátolják a politikai gyűlés összehívását.",4,11,306,Index
"Sok évtizednyi keleti, kommunista önkényt válthat fel egy nyugati, európai uniós önkény az EU-támogatások jogállamisági kritériumokhoz kötésével – mondta a Fidesz–KDNP európai parlamenti (EP-) delegációvezetője a Kossuth rádió Vasárnapi Újság című műsorában.",1,12,258,Index
"Kiemelte, a tagállamok egyenjogúságának alapvető feltétele, hogy a legfontosabb kérdésekben mindenkinek a véleménye számít, mindenki érdekeire, szempontjaira oda kell figyelni.    ",2,12,180,Index
"Deutsch Tamás szerint így ha valaki vétót emel, az nem csinál mást, mint él azon jogával, hogy jelzi: nincs meg a teljes egyetértés.    ",3,12,136,Index
"Úgy fogalmazott, sokan remélték, hogy",4,12,37,Index
"Deutsch Tamás szerint az európai országok Magyarország kivételével feltették a kezüket, amikor tömeges illegálisbevándorló-áradat indult a kontinens felé, sőt",5,12,158,Index
"A Demokratikus Koalíció európai parlamenti képviselője szerint nem lehet tétlenül nézni, ahogy magyar családok százezrei küzdenek a válsággal, miközben „a kormány nem segít nekik”. Dobrev Klára szerint Orbán Viktor inkább az Európai Unióval hadakozik, pedig segítséget éppen onnan várhatunk.",1,13,291,Index
"A miniszterelnök levélben tájékoztatta a soros német elnökséget képviselő Angela Merkelt és az uniós vezetőket, hogy a magyar kormány megvétózza az EU hétéves költségvetésével és a helyreállítási alappal kapcsolatos jogalkotást.",2,13,228,Index
vétó helyett a kormány fogadja el az EU válságkezelő támogatását.,3,13,65,Index
"A petíció oldalán azt írják, hogy az uniós helyreállítási pénzeket csak az emberek támogatására lehetne költeni, ezért nem lehet ellopni sem.",4,13,141,Index
"A DK szerint azért vétózott Orbán Viktor az Európai Unióban, mert „ha ő és oligarchái nem szerezhetik meg ezt a pénzt, akkor az ne legyen a magyaroké sem”.",5,13,155,Index
"A magyar kormánynak (és a szintén vétózó Lengyelországnak) elsősorban az a problémája, hogy az unió következő hétéves költségvetési ciklusával összekötnék a jogállamisági feltételrendszert. Varga Judit az Indexnek ezt „ideológiai alapú fenyegetőzésnek” nevezte.",6,13,261,Index
"Az igazságügyi miniszter szerint semmilyen alapja nincsen annak, hogy politikai és ideológiai feltételekhez kössék az uniós pénzek kifizetését. Az Indexnek korábban azt mondta: ennek beemelése több ponton szembemegy az uniós jogszabályokkal, és „egy ideológiai alapon tervezett” szankciós eszközt akarnak elfogadni, amit Magyarország és Lengyelország ellen alkalmaznának.",7,13,371,Index
"Az ellenzéki pártok elítélték a vétót, álláspontjuk szerint a kormány lépése helyrehozhatatlan károkat okozhat Magyarországnak és a magyar embereknek.",8,13,150,Index
"Mivel az uniós pénzügyi csomag elfogadásához valamennyi tagállam beleegyezése szükséges, a folyamat most a magyar és a lengyel kormány vétóján megakadt. Ugyanakkor David Sassoli, az Európai Parlament elnöke és a parlamenti frakciók egyeztetése után kiadott közös közleményben az áll, hogy ragaszkodnak álláspontjukhoz az Európai Unió költségvetéséről, a koronavírus-járvány miatt létrehozott helyreállítási alapról, illetve a rendszerbe épített jogállamisági feltételekről.",9,13,473,Index
"Lucie Szymanowska, az MTI tudósítója számolt be Krzysztof Szczerski lengyel elnöki kabinetfőnök és külügyi államtitkár pénteki nyilatkozatáról.",1,14,143,Index
Szczerski az uniós tagállamok vezetőinek csütörtök esti videókonferenciájára reagált a lengyel közszolgálati hírtelevíziónak.,2,14,125,Index
"
                          A kabinetfőnök szerint
                        ",3,14,74,Index
"Szczerski egyebek között arra utalhatott, hogy Charles Michel, az Európai Tanács (ET) elnöke az uniós értekezlet után kijelentette: ",4,14,132,Index
"a legtöbb tagállam elégedett a jogállamisági mechanizmust is magában foglaló megoldással, mivel azonban néhányan nem támogatják, az ET továbbra is mindenki számára elfogadható megoldást keres.",5,14,192,Index
A lengyel államtitkár úgy vélekedett:,6,14,37,Index
"A kabinetfőnök kifogásolta, hogy az Európai Unióban a jogállamiságot nem jogi, hanem politikai értelemben fogják fel. ",7,14,118,Index
"Mateusz Morawiecki kormányfő pénteki Facebook-bejegyzésében azt írta: Európa akkor nagy, ha a nemzetek Európája marad, felidézve ezzel a korábbi években még nyitott kérdésként kezelt vitát, hogy egy központosított, föderatív szuperállam, vagy a lazábban szervezett nemzetek Európája jön-e létre.",8,14,295,Index
"Mint az Európai Bizottság is felhívja rá a figyelmet, Magyarország a csatlakozás óta az úgynevezett nettó kedvezményezett tagállamok közé tartozik, ami azt jelenti, hogy jóval több az a pénz, amit a támogatásokból kap, mint amennyit befizet. A támogatásokat összesen tíz operatív programon keresztül hívtuk le.",1,15,310,Index
"Nettó haszonélvezőként minden évben a sokszorosát kaptuk annak, amit be kellett fizetnünk az közös büdzsébe. 2014-ben 6,6 milliárd euró állt szemben 1,02 milliárddal (jelenlegi árfolyamon 2376 milliárd forint 367 milliárddal szemben), a következő évek pedig a bizottság kimutatása szerint így festettek:",2,15,303,Index
"A jegybank 2020 szeptemberi inflációs előrejelzésében részletezte, hogy GDP-arányosan hogy nézett ki az Európai Unióból érkező források effektív felhasználása. Az összeg 2014-ben a magyar GDP-nek csaknem 7 százaléka volt, majd 2015-re 8 százalék fölé emelkedett. 2016 és 2019 között az időszak elején GDP-arányosan 2 százalékra csökkent, 2018 óta pedig 4 százalék körül stagnál.",3,15,378,Index
"Nem csak ez alapján mondjuk, gazdasági elemzők is időről időre megállapítják, hogy a magyar gazdaságot aktívan pörgetik az unióból érkező források. Uniós segítséggel épült például a Zsolnay Kulturális Negyed, innen sikerült biztosítani az Országos Onkológiai Intézet felújítását, eszközbeszerzéseit vagy a miskolci déli ipari park felépítését, hogy csak néhány példát említsünk.",4,15,378,Index
"Ám nem csupán a gigaberuházÁSokhoz, út- vagy csatornaépítéshez, középületek felújításához elengedhetetlen az uniós pénzcsap, de ideális esetben a gazdasági stabilitás alapját adó kis- és középvállalkozások fejlesztéséhez, életben maradásához is létfontosságú.",5,15,259,Index
"Ugyan még mindig 9200 milliárd forint a teljes elkölthető keret, a kötelezettségvállalás mégis 10 443 milliárdra szól a kormányzati oldal szerint. Ennek oka lehet, hogy a kormány korábban engedélyezte, hogy a magyar költségvetés terhére lehetséges a túlvállalás az egyes operatív programoknál, illetve befolyásolhatja a forintgyengülés is, melynek nyomán az euróban kapott kapott keret értéke forintban nő. Emellett akadnak olyan projektgazdák, akik nem tudják megvalósítani a projektet, amire pályáztak, így a támogatás visszakerül az Operatív Programokba, s újra ki lehet őket osztani.",6,15,587,Index
"Arról, hogy a 2021–2027 közötti időszakban mekkora forrásokra számíthatunk Brüsszeltől, arról egy következő cikkünkben fogunk beszámolni. ",7,15,138,Index
"A CEU közgazdász professzora kifejtette, a Költségvetési Tanács tagjai, akik nyáron a legborulátóbbak voltak, jórészt reálisan gondolkodva azt mondták, hogy az GDP-arányos adósságrátánk 69 százalékról 77 százalékra fog felfutni, ami alacsonyabb, mint az euróövezeti átlag. Ez azt jelenti, hogy Magyarország most azon kevesek közé tartozik, amely ha kimegy a piacra, lényegében korlátlanul tud hitelt felvenni.",8,15,409,Index
"– Persze az mindig egy komoly kérdés, hogy mit érdemes hitelből finanszírozni. Ha elhúzódnak a viták az európai finanszírozás ügyében, s az adóbevételeknek is egy jelentős része – az előrejelzések szerint mintegy 6 százaléka – kiesik, akkor a Covid-járvány miatt megnövekvő kiadások közepette a kormány most olyan helyzetben van, hogy gond nélkül kezdeményezhet hitelfelvételt. ",9,15,378,Index
"
                          (Borítókép: Orbán Viktor miniszterelnök az európai uniós tagországok állam- illetve kormányfőinek videokonferenciáján a Karmelita kolostorban 2020. november 19-én. Fotó: MTI / Miniszterelnöki Sajtóiroda / Benko Vivien Cher)
                        ",10,15,275,Index
"A lengyel és a magyar vétó ellenére folytatni kell a tárgyalásokat az Európai Unió költségvetési keretéről és a helyreállítási alapról – vélekedett Ivan Korčok szlovák külügyminiszter pénteki interjújában, amelyet a CT24 cseh közszolgálati hírtelevízió közvetített. ",1,16,266,Index
"Szlovákia egyáltalán nem örül ennek a vitának, és nagyon rossznak tartaná, ha a jelenlegi válsághelyzetben szükséges gazdasági segítség a jogállamiság kérdésén feneklene meg. Ez a vita nem fogja érdemben befolyásolni a négy visegrádi ország közötti jó viszonyt – ítélte meg a helyzetet a külügyminiszter. ",2,16,305,Index
"A V4-ek gyakran közös állásponton vannak, de nem mindig, s a miniszter nem gondolja, hogy ez a visegrádi csoport „drámai széteséséhez” vezethetne. Meggyőződése, hogy kompromisszumra van szükség. ",3,16,195,Index
"A szlovák külügyminiszter úgy véli, a vita jelen esetben már nemcsak az Európai Bizottságot érinti, hanem a tagállamok közötti megegyezés kérdése is.",4,16,149,Index
"Szerinte most azon kell igyekezni, hogy az asztalon lévő rendszer objektív legyen, és ne lehessen kihasználni nyomásgyakorlásra bizonyos államokra.",5,16,147,Index
"Prága számára az uniós pénzek lehívásának feltételei elfogadhatók, nyilatkozta Tomáš Petříček cseh külügyminiszter.",6,16,115,Index
"Soros György fenyegeti Lengyelországot és Magyarországot – erre utalhatott Orbán Viktor miniszterelnök szerint Angela Merkel, amikor a tegnapi uniós vezetői videokonferencia után arról beszélt, hogy fenyegetés helyett kemény munkára van szükség a költségvetés kapcsán előállt patthelyzet. A kormányfő erről a Kossuth Rádió Jó reggel Magyarország című műsorában, a szokásos péntek reggeli interjújában beszélt. Nem szokatlan jelenség, hogy gátlástalanul lehet Magyarországról bármit terjeszteni, de a kormányfő szerint az már tényleg hihetetlen, amik a Soros György által jegyzett cikkben szerepelt. Az ominózus cikkben szereplő állításokat többször is sérelmezte az interjú során. ",1,17,681,Index
"Nem példátlan az EU esetében, hogy késhegyig menő viták vannak a költségvetés kapcsán – mondta a kormányfő. Szerinte a megegyezésre többfajta megoldás is lehetséges, politikai akarat kérdése a megállapodás. De a viták rendezésének módja az, hogy leülünk egymással, és a végén meg fogunk egyezni – fogalmazott Orbán Viktor, aki szerint Soros György pénzeli mindazokat Európa-szerte, akik arról beszélnek, hogy a vétó miatt a déli tagállamok nem jutnak a pénzükhöz. ",2,17,464,Index
