article_text,paragraphs,article,n_characters,news_site,article_text_eng
"Ez az érv szerepel a két kormányfő csütörtöki nyilatkozatában is, amelynek 4. pontja így hangzik: ""A tanácsi elnökség és az Európai Parlament tárgyalásainak eredménye nincs összhangban az állam- és kormányfők által a júliusi Európai Tanácsban elfogadott egyezménnyel."" Azaz a németek másmilyen mechanizmusban egyeztek meg az EP-vel, mint amiben a nyáron a tagállamok vezetői egymás között megállapodtak.",11,5,403,444,"This argument is also included in the statement of the two Heads of Government on Thursday, point 4 of which reads: 'The outcome of the negotiations between the Council Presidency and the European Parliament is not in line with the Convention adopted by Heads of State or Government in the July European Council. ' In other words, the Germans agreed with the EP on a different mechanism than that agreed between the leaders of the Member States during the summer."
"Mivel a mechanizmus elfogadását a két ország nem tudja megvétózni - annak elfogadásához elég a tagállamok minősített többsége - ezért a két kormány bejelentette, hogy ha a többiek megszavazzák a mechanizmust, akkor ők megvétózzák az EU költségvetését, a benne lévő gazdaságélénkítő csomaggal együtt. Ezekben az ügyekben ugyanis már minden tagállamnak vétójoga van. ",12,5,365,444,"As the adoption of the mechanism cannot be vetoed by the two countries - a qualified majority of Member States is enough to adopt it - the two governments have announced that if the others vote for the mechanism, they will veto the EU budget, along with the economic recovery package included in it. All Member States already have the right to veto in these matters."
"Úgyhogy egyelőre a tagállamok nem döntöttek sem a mechanizmusról, sem a költségvetésről, hanem a német elnökség időt kért, hogy elrendezhesse a vitát. ",13,5,151,444,"So, for the time being, the Member States have not decided either on the mechanism or on the budget, but the German Presidency has asked for time to settle the debate."
"Orbán Viktor most szerdán azt mondta, hogy azért ""hazafias kötelessége"" vétózni a költségvetést, mert ""nem tehetem ki Magyarországot annak a kockázatnak, hogy egyszerű többséggel olyan álláspontokat kényszerítsenek az országra, amelyeket a magyar emberek nem tudnak elfogadni"". ",14,5,278,444,Mr. Orbán said this Wednesday that his “patriotic duty” is to veto the budget because “I cannot put Hungary at the risk of imposing positions on the country by a simple majority that the Hungarian people cannot accept”.
"Ezt az érvet nehéz értelmezni, mert ""egyszerű többséggel"" sem magát a jogállamisági mechanizmust nem lehetne elfogadni, és esetleges elfogadása után sem lehetne szankciót kivetni, mert mindkettőhöz ""minősített többség"" kellene.",15,5,228,444,"This argument is difficult to interpret, because neither could the rule of law mechanism itself be accepted by a 'simple majority', nor could a sanction be imposed even if it was adopted, because both would require a 'qualified majority'."
"Hol van akkor az átverés? Kovács Zoltán magyar kormányszóvivő csütörtök délelőtt egy részletesebb posztjában fejtette ki, hogy Budapest szerint hol lehet a trükk. Ebben többek között arról ír, hogy a júliusi tanácsi következtetések ""nem kötik össze az EU-s pénzek kifizetését jogállamisági feltételekkel"". ",16,5,306,444,"Where's the scam, then? Hungarian government spokesperson Zoltán Kovács explained in a more detailed post on Thursday morning where Budapest thinks the trick might be. It states, inter alia, that the July Council conclusions 'do not link the payment of EU funds to the rule of law'."
"Hogyan is szólt a következtetés? Így: ""Az Európai Tanács hangsúlyozza a jogállamiság tiszteletben tartásának fontosságát. Mindezek fényében a költségvetés és a Next Generation EU védelmét szolgáló feltételrendszer kerül majd bevezetésre."" ",17,5,239,444,"What was the conclusion? Thus: “The European Council underlines the importance of respecting the rule of law. Against this background, the budget and Next Generation EU will be introduced.”"
"A vita most tehát azon megy, hogy a ""mindennek fényében"" mondatrész visszautal-e az előző mondatra, ""a jogállamiság tiszteletben tartására"", vagy nem utal vissza. A magyar és a lengyel álláspont szerint nem utal vissza, mindenki más szerint pedig visszautal. ",18,5,259,444,"The debate now therefore concerns whether the phrase 'in light of all' refers back to the previous sentence, 'respect for the rule of law' or does not refer back to the previous sentence. According to the Hungarian and Polish views, it does not refer back, and according to everyone else, it refers back."
"Kovács a magyar vétót magyarázó cikkében azt is írja, hogy ""Angela Merkel német kancellár megerősítette, hogy a jogállamisági mechanizmust az összes tagállam egyetértéshez kötik, ahogy az EU-s szerződések kiegészítését is"". Itt Kovács vélhetően nem a mechanizmus alkalmazására gondolt, hiszen az világosan benne van a tanácsi következtetésekben, hogy azt ""minősített többséggel"" kell majd jóváhagyni. ",19,5,401,444,"In his article explaining the Hungarian veto, Kovács also writes that 'German Chancellor Angela Merkel confirmed that the rule of law mechanism is bound by consensus by all Member States, as well as the addition of the EU treaties. ' Kovács probably did not mean the application of the mechanism, as it is clearly stated in the Council conclusions that it will have to be approved by a 'qualified majority'."
"Úgyhogy valószínűleg arra gondolt, hogy Merkel valamilyen módon biztosította a júliusi csúcson Orbánt arról, hogy a német elnökség nem tolja át a Tanácson a mechanizmusról szóló jogszabályt az összes tagállam egyetértése nélkül. Erről azonban sem dokumentum, sem kancellári nyilatkozat sincs, ráadásul az EU-s jogalkotási szabályokból ez nem is következik, úgyhogy ezt nehéz ügy utólag bizonyítani.   ",20,5,401,444,"So you probably thought that Merkel somehow assured Orbán at the summit in July that the German Presidency would not push through the Council the legislation on the mechanism without the agreement of all the Member States. However, there is neither a document nor a Chancellor's declaration on that, moreover, this does not follow from EU legislative rules, so it is difficult to prove it afterwards."
"Morawiecki szerdán Budapesten szintén arról beszélt, hogy átverték őt is a németek a nyáron: ""a júliusi egyeztetéseket egészen másként interpretálták, és a német EU-elnökség nem alkalmazkodott a megbeszéltekhez"" - mondta az MTI beszámolója szerint (a sajtótájékoztatóra a 444 nem kapott meghívást).  ",21,5,300,444,"Morawiecki also spoke on Wednesday in Budapest that he was fooled by the Germans this summer: “the July consultations were interpreted quite differently, and the German EU Presidency did not adapt to the discussions”, said MTI (444 was not invited to the press conference)."
"A magyar és a lengyel kormány ha nem is árulja el világosan, hogy miben lettek átverve szerintük, azért további panaszaikban utalnak rá: azt mondják, hogy a mechanizmusról szóló jogszabály túl tág lett, és annyira sok politikai megfontolásnak ad teret a szankciók kivetésére, hogy az már ellentmond az EU alapszerződésének. ",22,5,324,444,"Even if the Hungarian and Polish governments do not state clearly what they believe they were fooled in, they refer in their further complaints: they say that the legislation on the mechanism has become too broad and gives so many political considerations to impose sanctions that it already contradicts the Treaty of the EU."
